GeneID	Length	SRR12082751_P1.bam	SRR12082752_P.bam	SRR12082753_c.bam	SRR12082754_c.bam
ENSG00000263653	107	0	0	0	0
ENSG00000212100	85	0	0	0	0
ENSG00000222321	80	0	0	0	0
ENSG00000276158	112	0	0	0	0
ENSG00000221710	112	0	0	0	0
ENSG00000222715	80	0	0	0	0
ENSG00000224773	1948	62	20	38	17
ENSG00000199001	111	0	0	0	0
ENSG00000270413	216	0	0	0	0
ENSG00000123496	1626	4	8	1084	216
ENSG00000222122	107	0	0	0	0
ENSG00000238223	859	0	0	0	0
ENSG00000236080	610	0	0	0	0
ENSG00000130224	4929	0	0	0	0
ENSG00000271907	129	0	0	0	0
ENSG00000212241	94	0	0	0	0
ENSG00000175718	3442	0	0	0	0
ENSG00000235656	318	0	0	0	0
ENSG00000102021	1727	0	0	0	0
ENSG00000274374	1165	5	0	2	0
ENSG00000271021	462	0	0	0	0
ENSG00000271826	2075	33	47	15	2
ENSG00000252441	81	0	0	1	0
ENSG00000102024	4099	9665	18843	8331	1774
ENSG00000270431	310	1	0	0	0
ENSG00000227881	1239	3	0	4	0
ENSG00000234785	1310	23	18	18	11
ENSG00000264759	56	0	0	0	0
ENSG00000228532	288	21	46	38	8
ENSG00000229335	446	0	0	0	0
ENSG00000235244	2079	26	54	21	10
ENSG00000266828	308	0	0	0	0
ENSG00000231371	936	0	0	0	0
ENSG00000234558	1510	33	25	25	0
ENSG00000180772	2882	4	0	0	0
ENSG00000207033	106	1	0	0	0
ENSG00000268104	4520	37	43	95	24
ENSG00000204019	548	135	262	399	150
ENSG00000236077	957	0	0	0	0
ENSG00000237860	301	0	0	0	0
ENSG00000230159	512	0	0	2	1
ENSG00000224217	348	0	2	0	0
ENSG00000206752	107	0	0	0	0
ENSG00000213526	628	6	0	2	2
ENSG00000238066	269	0	0	3	2
ENSG00000224314	540	0	0	0	0
ENSG00000279587	1052	0	0	0	0
ENSG00000003096	6983	0	14	127	51
ENSG00000200291	102	0	0	1	0
ENSG00000239500	622	0	0	0	0
ENSG00000237458	271	0	0	0	0
ENSG00000234524	499	0	0	0	0
ENSG00000270619	190	0	0	1	0
ENSG00000131725	4202	1272	1673	591	87
ENSG00000221463	108	0	1	0	0
ENSG00000147251	6721	331	987	243	40
ENSG00000206862	111	0	0	0	0
ENSG00000230399	1844	0	0	0	1
ENSG00000131724	4372	2416	9995	2109	413
ENSG00000239182	128	0	0	1	0
ENSG00000250995	1062	2	12	2	2
ENSG00000174460	2231	10	28	0	0
ENSG00000203650	3861	3	20	0	0
ENSG00000224341	959	0	0	0	0
ENSG00000231270	905	0	0	0	0
ENSG00000175556	4041	468	800	266	25
ENSG00000277535	1147	0	0	0	0
ENSG00000250423	7824	0	3	0	0
ENSG00000227864	388	0	0	0	0
ENSG00000230170	961	4	1	4	1
ENSG00000270625	682	0	0	0	0
ENSG00000101856	1919	3483	5743	3750	949
ENSG00000214992	2719	2	0	0	0
ENSG00000230392	2907	3	2	0	0
ENSG00000226661	635	0	2	4	0
ENSG00000227814	393	0	0	0	0
ENSG00000077713	3115	779	1279	1220	370
ENSG00000237903	433	3	0	6	1
ENSG00000207175	164	3	2	3	0
ENSG00000264952	52	0	0	2	0
ENSG00000266420	302	0	0	5	3
ENSG00000252147	101	0	0	1	0
ENSG00000224281	3065	37	23	25	9
ENSG00000005022	1500	16970	26482	18109	5179
ENSG00000277275	109	0	0	0	0
ENSG00000018610	2580	558	838	881	209
ENSG00000077721	5276	4993	5858	4733	1182
ENSG00000186416	4004	548	593	639	171
ENSG00000125354	6245	466	876	529	218
ENSG00000211578	112	0	0	0	0
ENSG00000279601	2492	0	0	0	0
ENSG00000187808	1552	1	3	5	1
ENSG00000198918	2141	5967	6812	7121	3073
ENSG00000206622	132	0	0	1	1
ENSG00000277555	149	0	0	0	0
ENSG00000273811	103	0	0	0	0
ENSG00000278244	144	0	0	5	2
ENSG00000278504	138	0	0	2	0
ENSG00000276354	144	0	0	2	2
ENSG00000125351	2531	541	527	708	215
ENSG00000125352	1353	441	547	787	282
ENSG00000125356	766	4467	13867	6208	2839
ENSG00000186471	1170	0	2	0	0
ENSG00000101882	7894	424	842	568	212
ENSG00000282933	352	0	0	0	0
ENSG00000282850	337	0	0	0	0
ENSG00000234493	772	0	0	0	0
ENSG00000258545	2495	19	785	0	0
ENSG00000203989	2864	0	0	0	0
ENSG00000101883	769	0	0	0	0
ENSG00000228139	279	0	0	0	0
ENSG00000233382	3222	44	49	29	11
ENSG00000131721	2900	0	0	1	0
ENSG00000227541	688	0	0	2	0
ENSG00000237757	1315	0	9	0	4
ENSG00000177485	5313	1350	1701	1252	153
ENSG00000125355	3858	0	0	3	0
ENSG00000232042	400	0	0	0	0
ENSG00000101892	4773	0	0	0	0
ENSG00000005893	5526	5734	11197	7989	1573
ENSG00000251707	60	0	0	0	0
ENSG00000158290	7031	3633	5016	2998	547
ENSG00000232119	2837	3850	5800	4250	1568
ENSG00000171155	1785	1188	3006	1850	611
ENSG00000278317	294	0	0	0	0
ENSG00000181511	303	0	0	3	0
ENSG00000237828	1197	34	9	47	9
ENSG00000236446	1328	0	0	0	0
ENSG00000271346	254	0	0	0	0
ENSG00000230347	1595	0	0	0	0
ENSG00000278646	291	0	0	0	0
ENSG00000226685	1165	0	0	0	0
ENSG00000270678	252	0	0	0	0
ENSG00000226929	1294	0	0	0	0
ENSG00000270493	254	0	0	0	0
ENSG00000224089	1298	0	0	0	0
ENSG00000271154	253	0	0	0	0
ENSG00000226600	1298	0	0	0	0
ENSG00000271041	253	0	0	0	0
ENSG00000270397	252	0	0	0	0
ENSG00000226023	1595	0	0	0	0
ENSG00000228517	1288	0	0	0	0
ENSG00000271502	253	0	0	0	0
ENSG00000237957	1595	0	0	0	0
ENSG00000271211	253	0	0	0	0
ENSG00000270736	252	0	0	0	0
ENSG00000230594	1298	0	0	0	0
ENSG00000270771	252	0	0	0	0
ENSG00000236126	1298	0	0	0	0
ENSG00000270646	252	0	0	0	0
ENSG00000242362	1298	0	0	0	0
ENSG00000270456	251	0	0	0	0
ENSG00000236371	1298	0	0	0	0
ENSG00000270251	252	0	0	0	0
ENSG00000233433	1600	0	2	0	0
ENSG00000182890	2493	157	151	126	13
ENSG00000234176	1833	75	42	70	30
ENSG00000212032	85	0	0	0	0
ENSG00000265456	82	0	0	0	0
ENSG00000213498	499	0	2	0	0
ENSG00000221217	90	0	1	0	0
ENSG00000260585	4997	2	21	0	0
ENSG00000237891	251	0	0	0	0
ENSG00000280142	609	0	0	0	0
ENSG00000221317	94	0	0	0	0
ENSG00000232496	1208	0	3	0	1
ENSG00000212321	220	0	2	0	0
ENSG00000263845	91	0	0	0	0
ENSG00000224236	1675	8	0	1	0
ENSG00000125675	6484	0	0	0	0
ENSG00000265082	85	0	0	0	0
ENSG00000179101	400	56	84	54	30
ENSG00000229733	235	2	0	0	1
ENSG00000228466	1325	2	2	0	0
ENSG00000125676	10277	2528	3912	3726	1078
ENSG00000232149	793	1	0	0	0
ENSG00000230376	386	0	0	0	0
ENSG00000252178	62	0	0	0	0
ENSG00000226902	443	0	0	0	0
ENSG00000264933	257	0	0	0	0
ENSG00000199705	102	0	0	0	0
ENSG00000101966	9025	750	1032	715	203
ENSG00000237331	482	0	2	0	0
ENSG00000252627	107	0	0	4	0
ENSG00000237025	707	0	2	4	1
ENSG00000232412	326	4	4	0	0
ENSG00000101972	8187	2199	3421	2710	585
ENSG00000237426	1459	0	0	0	0
ENSG00000252693	107	0	0	0	0
ENSG00000234564	1007	0	0	3	0
ENSG00000183918	2990	1	2	0	0
ENSG00000282419	4292	0	0	0	0
ENSG00000232054	893	5	6	1	2
ENSG00000226532	84	26	15	21	21
ENSG00000009694	12896	437	541	0	0
ENSG00000236880	335	0	0	0	0
ENSG00000281303	136	0	0	0	0
ENSG00000232599	534	1	3	0	0
ENSG00000280699	134	0	0	0	0
ENSG00000263886	68	0	0	0	0
ENSG00000282815	5095	0	0	2	0
ENSG00000213489	1125	0	0	0	0
ENSG00000222518	91	0	0	0	0
ENSG00000280223	1673	0	0	0	0
ENSG00000237208	639	2	4	0	0
ENSG00000198354	1421	0	0	0	0
ENSG00000230916	699	10	5	4	2
ENSG00000231501	157	1	4	6	4
ENSG00000264338	74	0	0	0	0
ENSG00000232177	397	7	2	1	5
ENSG00000274901	247	0	0	0	0
ENSG00000198889	3382	0	0	0	0
ENSG00000226414	1123	0	0	0	0
ENSG00000263686	85	0	0	0	0
ENSG00000183631	1228	0	0	0	0
ENSG00000274871	68	0	0	0	0
ENSG00000230538	2135	0	0	0	0
ENSG00000280275	2012	0	0	0	0
ENSG00000274631	121	0	2	0	0
ENSG00000260683	1900	0	0	0	1
ENSG00000235274	1167	0	0	0	0
ENSG00000224548	314	0	0	0	0
ENSG00000123165	1437	0	0	0	0
ENSG00000236042	498	0	0	0	0
ENSG00000235334	716	0	0	0	0
ENSG00000235239	1123	0	0	0	0
ENSG00000235735	768	0	0	0	0
ENSG00000276801	54	0	0	0	0
ENSG00000225689	481	31	19	0	0
ENSG00000226802	857	0	0	0	0
ENSG00000218728	1285	0	0	0	0
ENSG00000223995	394	0	0	0	0
ENSG00000234592	1648	0	0	0	1
ENSG00000226339	240	0	0	0	0
ENSG00000201518	118	0	0	0	0
ENSG00000102038	4363	1032	1414	2907	766
ENSG00000252170	72	0	0	0	0
ENSG00000122126	5779	1332	3141	1252	219
ENSG00000171388	3205	124	68	82	29
ENSG00000122121	3500	0	0	0	0
ENSG00000122122	2711	5	12	0	0
ENSG00000240143	326	0	0	0	0
ENSG00000275070	293	0	0	0	3
ENSG00000188706	5243	1410	3958	1763	575
ENSG00000235189	526	0	0	0	1
ENSG00000238040	2910	0	0	0	0
ENSG00000156697	4087	1067	1032	1717	400
ENSG00000085185	7996	286	348	168	99
ENSG00000102034	4316	968	1115	612	138
ENSG00000156709	3306	1513	2203	2340	625
ENSG00000134594	1258	1	2	5	0
ENSG00000056277	4634	584	654	517	66
ENSG00000202304	107	0	0	0	0
ENSG00000225046	213	0	0	0	0
ENSG00000102078	3009	391	573	322	94
ENSG00000147262	1008	0	0	0	0
ENSG00000134597	2487	459	532	617	191
ENSG00000274775	17936	0	0	0	0
ENSG00000229702	1646	0	0	0	0
ENSG00000221930	1624	58	203	156	57
ENSG00000271677	398	0	0	0	0
ENSG00000165675	4279	628	932	884	183
ENSG00000238188	603	0	0	0	0
ENSG00000228659	561	0	0	0	0
ENSG00000147256	3173	0	0	0	0
ENSG00000241198	305	0	0	0	0
ENSG00000237650	877	0	0	0	0
ENSG00000276205	241	0	0	0	0
ENSG00000147255	7051	173	385	0	1
ENSG00000185903	853	2	5	0	0
ENSG00000229082	1006	0	0	0	0
ENSG00000242610	919	1	3	0	0
ENSG00000216047	93	0	0	0	0
ENSG00000234288	916	0	0	0	0
ENSG00000230973	616	0	0	0	0
ENSG00000228450	608	0	0	0	0
ENSG00000171054	927	0	0	0	0
ENSG00000237225	975	4	0	0	0
ENSG00000232787	380	0	1	0	0
ENSG00000235730	889	0	0	0	0
ENSG00000227183	252	25	5	16	5
ENSG00000213468	2928	70	150	59	20
ENSG00000241418	511	16	53	24	4
ENSG00000228089	430	4	2	5	0
ENSG00000235190	184	0	0	0	0
ENSG00000200587	111	0	0	0	0
ENSG00000265686	89	0	0	0	0
ENSG00000134602	3354	808	1005	1157	141
ENSG00000165694	3324	1	0	1	0
ENSG00000228819	1262	2	1	0	0
ENSG00000123728	4118	851	688	815	163
ENSG00000232160	3536	46	35	29	1
ENSG00000076770	12199	583	495	369	71
ENSG00000277353	93	0	0	0	0
ENSG00000206900	107	0	0	0	0
ENSG00000171004	4948	0	0	0	0
ENSG00000235849	550	0	0	0	0
ENSG00000277433	92	0	0	0	0
ENSG00000227064	297	0	0	0	0
ENSG00000134588	4145	0	0	0	0
ENSG00000225949	1175	0	0	0	0
ENSG00000281231	67	0	0	0	0
ENSG00000207100	139	0	0	0	0
ENSG00000183434	1680	0	0	0	0
ENSG00000202199	160	0	0	0	0
ENSG00000076716	4960	2	34	2	1
ENSG00000206765	104	0	0	0	0
ENSG00000147257	2711	1	2	0	0
ENSG00000227008	416	51	65	58	32
ENSG00000211495	99	0	0	0	0
ENSG00000233260	888	2	2	0	0
ENSG00000232068	644	0	0	0	0
ENSG00000200572	113	0	0	0	0
ENSG00000224908	251	13	17	17	11
ENSG00000207572	113	0	0	0	0
ENSG00000208034	75	0	0	0	0
ENSG00000207812	97	0	0	0	0
ENSG00000207710	69	0	0	0	0
ENSG00000239594	109	0	0	0	0
ENSG00000207602	81	0	0	0	0
ENSG00000232664	869	0	0	0	0
ENSG00000203952	1790	6	21	0	0
ENSG00000214961	1372	7	4	2	1
ENSG00000156531	8016	2763	3368	2387	396
ENSG00000251962	85	0	0	0	0
ENSG00000165704	1624	4775	5041	4849	1258
ENSG00000226107	289	0	0	0	0
ENSG00000216001	112	0	0	0	0
ENSG00000199132	91	0	0	0	0
ENSG00000207755	111	0	0	0	0
ENSG00000207784	112	0	0	0	0
ENSG00000223749	1678	66	15	82	41
ENSG00000208005	71	0	0	0	0
ENSG00000274784	111	0	0	0	0
ENSG00000227060	909	11	53	6	1
ENSG00000170965	1916	88	280	17	12
ENSG00000235813	938	0	0	0	0
ENSG00000236509	476	0	0	0	0
ENSG00000237432	582	0	0	2	0
ENSG00000199920	141	0	0	0	0
ENSG00000156504	4404	872	707	543	164
ENSG00000156500	5894	144	230	49	18
ENSG00000280249	162	0	0	0	0
ENSG00000101928	2675	953	1568	961	188
ENSG00000221299	89	4	0	2	0
ENSG00000207081	107	0	0	0	0
ENSG00000236091	961	0	0	0	0
ENSG00000231929	595	0	0	0	0
ENSG00000184785	1536	25	53	0	0
ENSG00000212747	2026	1022	1409	732	309
ENSG00000134590	1181	2576	4623	1919	1040
ENSG00000203950	1265	2060	3060	1708	946
ENSG00000228372	1077	0	0	0	0
ENSG00000234228	1462	0	0	0	0
ENSG00000196972	2696	2	43	5	1
ENSG00000224107	700	0	0	0	0
ENSG00000223809	250	0	0	0	0
ENSG00000232582	622	0	0	0	0
ENSG00000169551	1732	9	0	0	0
ENSG00000236491	730	0	1	0	0
ENSG00000228922	597	0	0	0	0
ENSG00000264894	86	0	0	0	0
ENSG00000269833	514	0	0	0	0
ENSG00000186376	6819	311	309	256	77
ENSG00000238210	604	0	0	0	0
ENSG00000274024	1136	0	0	3	0
ENSG00000173275	5330	215	441	323	28
ENSG00000229015	405	0	0	0	0
ENSG00000178947	5230	2	53	0	0
ENSG00000201440	118	0	0	0	0
ENSG00000225769	5675	0	0	0	0
ENSG00000273988	367	0	0	0	0
ENSG00000271158	1156	0	0	0	0
ENSG00000225235	398	0	3	0	1
ENSG00000165359	7177	204	169	99	15
ENSG00000264284	100	0	0	0	0
ENSG00000237833	1432	0	0	0	0
ENSG00000224539	3381	0	0	0	0
ENSG00000277486	1635	0	1	0	0
ENSG00000198022	2126	0	0	0	0
ENSG00000274601	283	0	0	0	0
ENSG00000268940	1325	0	0	0	0
ENSG00000233861	797	0	0	0	0
ENSG00000238200	797	0	0	0	0
ENSG00000269096	1166	0	0	0	0
ENSG00000228836	1161	0	0	0	0
ENSG00000278289	916	0	0	0	0
ENSG00000271449	1321	0	0	0	0
ENSG00000273696	998	0	0	0	0
ENSG00000278085	1010	0	0	0	0
ENSG00000270946	1012	0	0	0	0
ENSG00000269586	1012	0	0	0	0
ENSG00000181433	2953	0	0	0	0
ENSG00000230162	1134	3	0	1	3
ENSG00000169446	3738	1330	1877	1309	295
ENSG00000198689	5200	1439	2739	1445	143
ENSG00000276558	91	0	0	0	0
ENSG00000219930	788	20	11	5	2
ENSG00000231513	514	2	3	0	0
ENSG00000239080	104	0	0	0	0
ENSG00000022267	5997	123	3315	805	327
ENSG00000129680	7067	2579	4208	1947	452
ENSG00000230079	1291	19	0	17	4
ENSG00000156920	10074	0	0	0	0
ENSG00000266272	101	0	0	0	0
ENSG00000102239	2833	2	1	0	0
ENSG00000102241	3136	3130	3952	2739	554
ENSG00000102243	1541	0	0	0	0
ENSG00000216060	83	0	0	0	0
ENSG00000199424	111	0	0	0	0
ENSG00000252320	106	0	0	0	0
ENSG00000233093	1918	0	0	0	0
ENSG00000102245	1817	0	2	0	0
ENSG00000129675	6434	181	255	34	3
ENSG00000212510	107	0	0	0	0
ENSG00000271339	502	0	0	0	0
ENSG00000231164	717	3	0	1	3
ENSG00000225125	655	8	0	0	0
ENSG00000202279	98	0	0	0	0
ENSG00000232611	3018	7	4	6	3
ENSG00000225400	651	2	2	6	0
ENSG00000147274	5882	5857	7228	5782	1326
ENSG00000206979	73	0	0	0	0
ENSG00000234062	3389	31	28	12	5
ENSG00000232379	386	0	0	0	1
ENSG00000237307	2678	1	0	5	5
ENSG00000165370	1527	0	0	0	0
ENSG00000214748	78	0	0	0	0
ENSG00000237584	579	11	3	3	4
ENSG00000224765	736	0	0	0	0
ENSG00000156925	4136	0	0	0	0
ENSG00000239579	283	0	0	0	0
ENSG00000229562	1724	0	2	6	0
ENSG00000222114	104	0	0	0	0
ENSG00000252163	278	0	0	0	0
ENSG00000183981	951	0	0	0	0
ENSG00000214930	1207	0	0	0	0
ENSG00000129682	20627	1139	2514	856	298
ENSG00000232183	142	0	0	0	0
ENSG00000207800	109	0	0	0	0
ENSG00000226031	1145	0	0	2	0
ENSG00000235975	718	0	0	0	0
ENSG00000173954	343	0	0	0	0
ENSG00000232549	786	4	2	1	1
ENSG00000101981	2780	0	1	0	0
ENSG00000101977	4996	13	84	0	0
ENSG00000216114	88	0	0	0	0
ENSG00000238485	104	0	0	0	0
ENSG00000101974	7407	1081	953	964	248
ENSG00000221375	123	0	0	0	0
ENSG00000252719	131	1	3	0	0
ENSG00000207633	112	0	0	0	0
ENSG00000203933	1281	0	0	0	0
ENSG00000233145	582	0	0	0	0
ENSG00000214653	1137	12	2	6	1
ENSG00000241248	296	0	0	0	0
ENSG00000280833	88	0	0	0	0
ENSG00000230707	819	0	0	11	1
ENSG00000231110	582	0	0	0	0
ENSG00000224942	1226	8	2	3	1
ENSG00000263377	92	0	0	0	0
ENSG00000275268	61	0	0	0	0
ENSG00000225758	409	0	0	0	0
ENSG00000134595	2517	2	0	0	0
ENSG00000230668	323	0	0	0	0
ENSG00000203930	3008	127	94	19	25
ENSG00000184258	2467	5	1	1	0
ENSG00000281508	1485	0	0	0	0
ENSG00000221081	48	0	0	0	0
ENSG00000229269	217	0	0	0	0
ENSG00000227234	469	36	14	4718	2926
ENSG00000207041	107	0	0	0	1
ENSG00000214925	370	3	0	4	1
ENSG00000261212	354	0	0	0	0
ENSG00000182195	1381	639	1108	1012	394
ENSG00000198573	387	18	34	232	123
ENSG00000213423	946	0	0	2	1
ENSG00000227779	285	0	0	0	0
ENSG00000277215	1686	3	11	0	0
ENSG00000198021	802	217	376	143	15
ENSG00000203926	691	247	496	11	5
ENSG00000223438	681	0	0	0	0
ENSG00000196406	682	319	737	4	2
ENSG00000165509	2763	0	0	0	0
ENSG00000155495	4270	2791	4832	0	0
ENSG00000236205	1005	0	0	0	0
ENSG00000225469	1124	0	0	0	0
ENSG00000250625	1139	0	0	0	0
ENSG00000046774	1991	0	1	239	61
ENSG00000275508	1197	0	0	0	0
ENSG00000201000	119	0	0	0	0
ENSG00000274448	68	0	0	0	0
ENSG00000266319	86	0	0	0	0
ENSG00000189326	625	0	0	0	0
ENSG00000202473	331	0	0	0	0
ENSG00000199878	344	0	0	0	0
ENSG00000227303	623	0	0	0	0
ENSG00000226064	610	0	0	0	0
ENSG00000235539	917	0	0	0	0
ENSG00000230130	764	0	0	0	0
ENSG00000221505	130	0	0	0	0
ENSG00000189252	590	0	0	0	0
ENSG00000179542	8914	0	3	0	0
ENSG00000213924	1210	0	0	0	0
ENSG00000268988	1378	0	0	0	0
ENSG00000225970	318	0	0	0	0
ENSG00000235729	343	0	0	0	0
ENSG00000282795	1175	0	0	0	0
ENSG00000276380	1185	0	0	0	0
ENSG00000224630	247	0	0	0	0
ENSG00000235598	562	0	0	0	0
ENSG00000215054	884	1	0	0	0
ENSG00000201912	330	0	0	0	0
ENSG00000233548	313	0	0	0	0
ENSG00000234712	378	0	0	0	0
ENSG00000203923	1276	0	0	0	0
ENSG00000231093	1855	3	0	0	0
ENSG00000280456	78	0	0	0	0
ENSG00000270709	248	0	0	0	0
ENSG00000279585	1065	0	0	0	0
ENSG00000185985	7867	3	3	0	0
ENSG00000221870	2441	0	0	0	0
ENSG00000252219	77	0	0	0	0
ENSG00000216075	77	0	0	0	0
ENSG00000216005	77	0	0	0	0
ENSG00000215943	75	0	0	0	0
ENSG00000216098	77	0	0	0	0
ENSG00000216064	79	0	0	0	0
ENSG00000216056	79	0	0	0	0
ENSG00000201594	117	0	0	0	0
ENSG00000234748	514	0	0	0	0
ENSG00000226388	1376	0	0	0	0
ENSG00000231686	988	8	10	4	2
ENSG00000235699	436	0	0	0	0
ENSG00000224440	431	0	0	0	0
ENSG00000225660	135	2	0	0	0
ENSG00000271660	310	0	0	0	0
ENSG00000216171	84	0	0	0	0
ENSG00000207871	84	0	0	0	0
ENSG00000207873	129	0	0	0	0
ENSG00000207984	127	0	0	0	0
ENSG00000207731	124	0	0	0	0
ENSG00000207969	94	0	0	0	0
ENSG00000207589	115	0	0	0	0
ENSG00000252583	80	0	0	0	0
ENSG00000212013	91	0	0	0	0
ENSG00000212014	75	0	0	0	0
ENSG00000208000	94	0	0	0	0
ENSG00000207641	74	0	0	0	0
ENSG00000207868	98	0	0	0	0
ENSG00000207866	88	0	0	0	0
ENSG00000207867	88	0	0	0	0
ENSG00000274579	123	0	0	0	0
ENSG00000228855	298	0	0	0	0
ENSG00000227505	298	3	0	6	2
ENSG00000271175	242	0	0	0	0
ENSG00000202051	106	0	0	0	0
ENSG00000227083	534	0	0	0	1
ENSG00000268066	2387	0	3	9	1
ENSG00000274086	127	0	0	0	0
ENSG00000102081	8827	485	477	506	164
ENSG00000236337	343	0	0	9	2
ENSG00000176988	1149	0	0	0	0
ENSG00000201285	116	0	0	0	0
ENSG00000219507	514	403	746	1407	369
ENSG00000233467	865	0	6	4	0
ENSG00000176970	721	0	0	1	0
ENSG00000237741	388	0	0	0	0
ENSG00000155966	14006	2	7	0	0
ENSG00000223516	443	0	0	0	0
ENSG00000222313	285	0	0	0	0
ENSG00000242186	260	0	0	0	0
ENSG00000264702	83	0	0	0	0
ENSG00000010404	9292	7237	4885	1899	320
ENSG00000241489	3311	16	13	5	2
ENSG00000238039	655	1	0	1	1
ENSG00000176289	376	6	8	0	1
ENSG00000241769	3604	4	7	9	1
ENSG00000197620	4104	265	459	367	136
ENSG00000225261	1167	3	4	0	0
ENSG00000267978	1921	0	1	0	0
ENSG00000268738	1365	0	0	0	0
ENSG00000269556	5158	399	734	407	143
ENSG00000229322	951	0	0	0	0
ENSG00000185247	3465	2	0	0	0
ENSG00000228833	99	0	0	0	0
ENSG00000223377	275	0	0	0	0
ENSG00000231694	96	2	0	0	0
ENSG00000235254	546	13	13	2	1
ENSG00000171116	1963	2	0	2	1
ENSG00000123584	1814	0	0	0	0
ENSG00000224732	942	0	0	0	0
ENSG00000229829	475	0	0	0	0
ENSG00000280752	685	0	1	0	0
ENSG00000230899	476	0	0	0	0
ENSG00000156009	2363	0	6	0	0
ENSG00000197021	2509	577	939	839	301
ENSG00000224871	578	0	0	0	0
ENSG00000235703	6323	13	2	12	2
ENSG00000183171	2143	134	84	112	36
ENSG00000252454	110	4	0	0	0
ENSG00000234825	1822	145	109	63	23
ENSG00000013619	5958	1903	996	2324	564
ENSG00000263713	87	0	0	0	0
ENSG00000171100	4016	567	851	439	46
ENSG00000063601	6323	1772	637	1797	256
ENSG00000102181	5762	2826	7714	1771	672
ENSG00000228728	494	0	0	0	1
ENSG00000230153	520	0	0	0	0
ENSG00000222796	94	0	0	0	0
ENSG00000029993	3967	5134	6368	2770	955
ENSG00000230508	591	9	0	7	3
ENSG00000270916	116	4	5	9	1
ENSG00000212595	112	0	0	0	0
ENSG00000265789	105	0	0	0	0
ENSG00000234696	1620	0	0	0	0
ENSG00000102195	1951	10	0	0	0
ENSG00000269993	470	0	0	0	1
ENSG00000228717	1487	0	0	1	0
ENSG00000278724	281	0	0	0	0
ENSG00000160131	5109	4334	4175	6019	817
ENSG00000270052	435	2	0	0	0
ENSG00000214915	482	3	0	2	0
ENSG00000166049	4429	2	0	0	0
ENSG00000239429	615	0	0	0	0
ENSG00000130032	6364	0	0	0	0
ENSG00000147378	1072	0	0	0	0
ENSG00000183862	2834	0	0	0	0
ENSG00000229967	1589	0	0	0	0
ENSG00000147381	3081	2	0	0	0
ENSG00000102287	9612	253	380	91	36
ENSG00000264120	96	0	0	0	0
ENSG00000207621	81	0	0	0	0
ENSG00000207753	113	0	0	0	0
ENSG00000228965	880	0	0	1	0
ENSG00000242520	942	0	0	0	0
ENSG00000266560	1310	0	0	0	0
ENSG00000124260	2899	0	0	0	0
ENSG00000231937	551	0	1	0	0
ENSG00000011677	4193	309	525	0	0
ENSG00000252205	105	0	0	0	0
ENSG00000207957	81	0	0	0	0
ENSG00000211583	111	0	0	0	0
ENSG00000207818	81	0	0	0	0
ENSG00000223940	1448	5	3	0	0
ENSG00000268089	6172	6	8	0	0
ENSG00000269475	955	0	0	0	0
ENSG00000221867	1788	5012	7976	2088	661
ENSG00000268902	825	18	39	0	0
ENSG00000183305	2422	164	241	14	1
ENSG00000198930	1092	0	0	0	0
ENSG00000213401	1943	15	7	6	1
ENSG00000242599	755	0	2	0	0
ENSG00000231447	848	2	0	0	0
ENSG00000268606	2272	158	179	2	0
ENSG00000268916	789	116	182	0	0
ENSG00000197172	1863	4256	7882	110	22
ENSG00000147400	1928	838	1404	980	368
ENSG00000147383	1996	1183	2044	1433	525
ENSG00000147394	4812	2375	1207	748	225
ENSG00000198883	3439	0	0	0	0
ENSG00000234200	1364	0	0	0	0
ENSG00000229979	264	0	0	0	0
ENSG00000183837	3748	0	0	0	0
ENSG00000235961	2209	0	0	0	0
ENSG00000268883	1200	0	0	0	0
ENSG00000224931	2006	0	0	0	0
ENSG00000198681	1710	40	118	0	0
ENSG00000266108	52	0	0	0	0
ENSG00000235219	310	0	0	0	0
ENSG00000273877	1232	0	0	0	0
ENSG00000231600	199	0	0	0	0
ENSG00000278803	963	0	0	0	0
ENSG00000225110	3348	0	0	0	0
ENSG00000063587	8139	467	614	413	58
ENSG00000232249	224	0	0	0	0
ENSG00000214897	3458	0	0	0	0
ENSG00000265170	298	0	0	0	0
ENSG00000189420	6105	0	1	0	0
ENSG00000183479	2715	8	20	26	12
ENSG00000213397	3968	79	48	134	58
ENSG00000224963	700	0	0	0	0
ENSG00000182492	2453	0	0	0	0
ENSG00000067842	7534	0	0	0	0
ENSG00000262919	1730	700	1392	831	241
ENSG00000260081	787	10	20	20	7
ENSG00000217889	852	5	1	4	0
ENSG00000213391	372	0	0	0	0
ENSG00000228616	617	0	0	0	0
ENSG00000130829	2776	18	52	12	12
ENSG00000237793	531	11	0	1	2
ENSG00000244335	285	0	0	0	0
ENSG00000281066	90	0	0	0	0
ENSG00000130822	5091	0	0	0	0
ENSG00000130821	5498	16	50	26	25
ENSG00000185825	2624	10294	13600	12102	5070
ENSG00000101986	4233	132	740	120	50
ENSG00000232725	1087	47	76	23	14
ENSG00000198753	7007	176	489	134	99
ENSG00000184343	4744	0	10	22	7
ENSG00000067829	2717	2023	2866	2476	996
ENSG00000180879	4590	3363	6880	4640	2183
ENSG00000067840	4341	0	0	0	0
ENSG00000184844	315	29	11	27	3
ENSG00000198910	7423	170	224	24	31
ENSG00000273769	1392	4	0	0	0
ENSG00000126895	2231	8	0	0	1
ENSG00000089820	5580	7	24	14	4
ENSG00000102030	4742	1668	1722	2380	865
